    time   dayofyr   metabc(2)   strucc(2)    som1c(1)    som1c(2)    som2c(1)    som2c(2)      som3c
1845.00   1     27.8266    193.7672      5.3654     74.7624      2.9082   1135.0334   876.2341
1845.00   2     28.0411    193.8790      5.3784     74.7660      2.9099   1135.0339   876.2339
1845.00   3     28.2551    193.9910      5.3914     74.7697      2.9116   1135.0344   876.2336
1845.00   4     28.4684    194.1034      5.4045     74.7736      2.9133   1135.0349   876.2334
1845.00   5     28.6812    194.2161      5.4178     74.7775      2.9150   1135.0349   876.2332
1845.00   6     28.8934    194.3292      5.4311     74.7815      2.9167   1135.0349   876.2329
1845.00   7     29.1049    194.4425      5.4444     74.7857      2.9184   1135.0349   876.2327
1845.00   8     29.3159    194.5561      5.4579     74.7899      2.9201   1135.0354   876.2324
1845.00   9     29.5263    194.6700      5.4714     74.7943      2.9218   1135.0359   876.2322
1845.00  10     29.7362    194.7841      5.4850     74.7988      2.9235   1135.0364   876.2319
1845.00  11     29.9454    194.8985      5.4987     74.8033      2.9252   1135.0369   876.2317
1845.00  12     30.1541    195.0131      5.5413     74.8080      2.9305   1135.0378   876.2314
1845.00  13     30.3623    195.1279      5.5551     74.8128      2.9322   1135.0383   876.2312
1845.00  14     30.5699    195.2429      5.5690     74.8177      2.9339   1135.0388   876.2307
1845.00  15     30.7769    195.3582      5.5830     74.8227      2.9356   1135.0393   876.2302
1845.00  16     30.9834    195.4736      5.5970     74.8277      2.9374   1135.0398   876.2297
1845.00  17     31.1894    195.5892      5.6112     74.8329      2.9391   1135.0403   876.2292
1845.00  18     31.3948    195.7050      5.6254     74.8382      2.9408   1135.0408   876.2288
1845.00  19     31.5997    195.8210      5.6397     74.8436      2.9425   1135.0413   876.2285
1845.00  20     31.8041    195.9372      5.6540     74.8491      2.9443   1135.0417   876.2283
1845.00  21     32.0079    196.0536      5.6685     74.8547      2.9460   1135.0422   876.2280
1845.00  22     32.2112    196.1701      5.6830     74.8604      2.9477   1135.0427   876.2278
1845.00  23     32.4140    196.2867      5.6976     74.8662      2.9495   1135.0432   876.2275
1845.00  24     32.6163    196.4035      5.7420     74.8721      2.9547   1135.0442   876.2273
1845.00  25     32.8181    196.5205      5.7567     74.8781      2.9565   1135.0447   876.2271
1845.00  26     33.0194    196.6376      5.7715     74.8842      2.9582   1135.0452   876.2268
1845.00  27     33.2202    196.7549      5.7863     74.8904      2.9600   1135.0457   876.2266
1845.00  28     33.4206    196.8723      5.8013     74.8967      2.9618   1135.0461   876.2263
1845.00  29     33.6204    196.9898      5.8163     74.9031      2.9635   1135.0466   876.2261
1845.00  30     33.8197    197.1074      5.8313     74.9096      2.9653   1135.0471   876.2258
1845.00  31     34.0186    197.2252      5.8465     74.9162      2.9670   1135.0476   876.2256
1845.08  32     34.2340    197.3478      5.8627     74.9233      2.9689   1135.0476   876.2253
1845.08  33     34.4487    197.4706      5.8791     74.9306      2.9708   1135.0476   876.2251
1845.08  34     34.6628    197.5937      5.8955     74.9380      2.9727   1135.0476   876.2249
1845.08  35     34.8762    197.7170      5.9120     74.9455      2.9746   1135.0476   876.2246
1845.08  36     35.0890    197.8404      5.9286     74.9531      2.9765   1135.0476   876.2244
1845.08  37     35.3012    197.9641      5.9452     74.9608      2.9785   1135.0476   876.2241
1845.08  38     35.5128    198.0880      5.9620     74.9687      2.9804   1135.0476   876.2239
1845.08  39     35.7238    198.2120      5.9788     74.9767      2.9823   1135.0476   876.2236
1845.08  40     35.9342    198.3362      5.9957     74.9847      2.9842   1135.0476   876.2234
1845.08  41     36.1439    198.4606      6.0126     74.9929      2.9861   1135.0476   876.2231
1845.08  42     36.3531    198.5851      6.0297     75.0011      2.9881   1135.0476   876.2229
1845.08  43     36.5617    198.7098      6.0468     75.0096      2.9900   1135.0476   876.2227
1845.08  44     36.7698    198.8346      6.0640     75.0181      2.9920   1135.0476   876.2224
1845.08  45     36.9773    198.9596      6.0813     75.0267      2.9939   1135.0481   876.2222
1845.08  46     37.1842    199.0847      6.0986     75.0354      2.9959   1135.0486   876.2219
1845.08  47     37.3905    199.2099      6.1160     75.0443      2.9978   1135.0491   876.2217
1845.08  48     37.5963    199.3353      6.1335     75.0533      2.9998   1135.0496   876.2214
1845.08  49     37.8016    199.4607      6.1510     75.0623      3.0017   1135.0500   876.2212
1845.08  50     38.0063    199.5863      6.1686     75.0715      3.0037   1135.0505   876.2209
1845.08  51     38.2104    199.7120      6.1863     75.0808      3.0057   1135.0510   876.2207
1845.08  52     38.4141    199.8378      6.2041     75.0902      3.0077   1135.0515   876.2205
1845.08  53     38.6172    199.9637      6.2219     75.0998      3.0097   1135.0520   876.2202
1845.08  54     38.8198    200.0896      6.2398     75.1094      3.0116   1135.0525   876.2200
1845.08  55     39.0219    200.2156      6.2577     75.1192      3.0136   1135.0530   876.2197
1845.08  56     39.2235    200.3417      6.2757     75.1290      3.0156   1135.0535   876.2195
1845.08  57     39.4071    200.4632      6.3016     75.1426      3.0185   1135.0540   876.2192
1845.08  58     39.5808    200.5823      6.3278     75.1583      3.0214   1135.0549   876.2190
1845.08  59     39.7482    200.6999      6.3540     75.1752      3.0243   1135.0554   876.2188
1845.08  60     39.9147    200.8179      6.3802     75.1923      3.0272   1135.0559   876.2185
1845.17  61     40.0755    200.9200      6.4048     75.2089      3.0300   1135.0564   876.2183
1845.17  62     40.2111    201.0171      6.4368     75.2306      3.0335   1135.0569   876.2183
1845.17  63     40.3456    201.1147      6.4691     75.2525      3.0371   1135.0574   876.2183
1845.17  64     40.4957    201.2167      6.4963     75.2710      3.0401   1135.0583   876.2180
1845.17  65     40.6487    201.3197      6.5226     75.2890      3.0431   1135.0588   876.2178
1845.17  66     40.7908    201.4203      6.5521     75.3092      3.0464   1135.0588   876.2175
1845.17  67     40.9079    201.5144      6.5894     75.3349      3.0506   1135.0599   876.2173
1845.17  68     40.9653    201.5926      6.6785     75.3736      3.0606   1135.0614   876.2170
1845.17  69     41.0473    201.6765      6.7262     75.4071      3.0661   1135.0629   876.2168
1845.17  70     41.1626    201.7688      6.7636     75.4334      3.0704   1135.0643   876.2166
1845.17  71     41.2583    201.8557      6.8503     75.4641      3.0804   1135.0654   876.2163
1845.17  72     41.3322    201.9367      6.9499     75.4997      3.0920   1135.0669   876.2161
1845.17  73     41.4418    202.0264      7.0274     75.5275      3.1012   1135.0684   876.2158
1845.17  74     41.5637    202.1194      7.0623     75.5528      3.1053   1135.0688   876.2158
1845.17  75     41.6923    202.2141      7.0951     75.5766      3.1092   1135.0693   876.2158
1845.17  76     41.8254    202.3101      7.1265     75.5995      3.1130   1135.0703   876.2158
1845.17  77     41.9617    202.4069      7.1567     75.6217      3.1166   1135.0708   876.2156
1845.17  78     42.1004    202.5045      7.1863     75.6434      3.1202   1135.0718   876.2153
1845.17  79     42.2408    202.6026      7.2151     75.6648      3.1237   1135.0728   876.2151
1845.17  80     42.3825    202.7013      7.2435     75.6859      3.1271   1135.0732   876.2148
1845.17  81     42.5252    202.8003      7.2715     75.7068      3.1305   1135.0739   876.2146
1845.17  82     42.6686    202.8998      7.2992     75.7276      3.1338   1135.0739   876.2144
1845.17  83     42.7992    202.9962      7.3306     75.7512      3.1376   1135.0743   876.2141
1845.17  84     42.9020    203.0856      7.3701     75.7811      3.1424   1135.0753   876.2139
1845.17  85     42.9831    203.1694      7.4161     75.8160      3.1480   1135.0763   876.2136
1845.17  86     43.0414    203.2470      7.4688     75.8561      3.1545   1135.0782   876.2134
1845.17  87     43.1167    203.3284      7.5165     75.8924      3.1604   1135.0802   876.2131
1845.17  88     43.2223    203.4170      7.5552     75.9220      3.1652   1135.0817   876.2129
1845.17  89     43.3159    203.5026      7.5973     75.9543      3.1704   1135.0831   876.2126
1845.17  90     43.3953    203.5846      7.6436     75.9899      3.1762   1135.0846   876.2124
1845.17  91     43.4755    203.6665      7.6895     76.0254      3.1820   1135.0865   876.2122
1845.25  92     43.5680    203.7448      7.7361     76.0615      3.1879   1135.0880   876.2119
1845.25  93     43.6614    203.8242      7.7821     76.0972      3.1937   1135.0900   876.2117
1845.25  94     43.7270    203.8972      7.8356     76.1392      3.2005   1135.0919   876.2114
1845.25  95     43.7388    203.9510      7.8988     76.1897      3.2086   1135.0934   876.2109
1845.25  96     43.7127    203.9909      7.9676     76.2459      3.2175   1135.0953   876.2104
1845.25  97     43.6464    204.0170      8.0429     76.3084      3.2274   1135.0973   876.2100
1845.25  98     43.5716    204.0396      8.1164     76.3723      3.2371   1135.0997   876.2095
1845.25  99     43.4767    204.0551      8.1908     76.4393      3.2470   1135.1022   876.2087
1845.25  100     43.3144    204.0486      8.2757     76.5180      3.2584   1135.1056   876.2083
1845.25  101     43.1065    204.0277      8.3704     76.6045      3.2713   1135.1085   876.2075
1845.25  102     42.9708    204.0270      8.4516     76.6775      3.2825   1135.1115   876.2070
1845.25  103     42.8824    204.0403      8.5179     76.7419      3.2917   1135.1144   876.2063
1845.25  104     42.7497    204.0392      8.5893     76.8135      3.3018   1135.1173   876.2058
1845.25  105     42.5953    204.0302      0.8667     76.8881      0.3313   1135.1207   876.5249
1845.25  106     42.4391    204.0039      0.8753     76.9642      0.3325   1135.1237   876.5244
1845.25  107     42.3719    204.0003      0.8821     77.0239      0.3335   1135.1256   876.5239
1845.25  108     42.3175    203.9992      0.8880     77.0783      0.3344   1135.1281   876.5234
1845.25  109     42.1482    203.9678      0.8973     77.1513      0.3357   1135.1310   876.5229
1845.25  110     42.0131    203.9446      0.9067     77.2169      0.3371   1135.1339   876.5222
1845.25  111     42.0119    203.9558      0.9125     77.2575      0.3380   1135.1364   876.5220
1845.25  112     41.9999    203.9639      0.9188     77.2990      0.3389   1135.1388   876.5217
1845.25  113     42.0088    203.9774      0.9248     77.3367      0.3398   1135.1412   876.5215
1845.25  114     42.0527    204.0000      0.9300     77.3682      0.3406   1135.1437   876.5212
1845.25  115     42.0988    204.0228      0.9352     77.3982      0.3414   1135.1461   876.5210
1845.25  116     42.1784    204.0538      0.9432     77.4203      0.3426   1135.1476   876.5208
1845.25  117     42.1504    204.0575      0.9438     77.4631      0.3427   1135.1510   876.5205
1845.25  118     42.1589    204.0703      0.9443     77.4982      0.3428   1135.1539   876.5203
1845.25  119     42.2130    204.0946      0.9448     77.5243      0.3429   1135.1564   876.5200
1845.25  120     42.2882    204.1240      0.9453     77.5454      0.3429   1135.1578   876.5198
1845.25  121     42.3672    204.1542      0.9459     77.5650      0.3430   1135.1593   876.5195
1845.33  122     42.4370    204.1820      0.9467     77.5857      0.3431   1135.1613   876.5193
1845.33  123     42.4866    204.2051      0.9476     77.6123      0.3433   1135.1632   876.5190
1845.33  124     42.5259    204.2267      0.9487     77.6436      0.3434   1135.1656   876.5190
1845.33  125     42.5671    204.2494      0.9499     77.6772      0.3436   1135.1676   876.5188
1845.33  126     42.6050    204.2732      0.9511     77.7119      0.3438   1135.1705   876.5186
1845.33  127     42.6514    204.2995      0.9523     77.7437      0.3440   1135.1730   876.5186
1845.33  128     42.7155    204.3315      0.9538     77.7715      0.3442   1135.1754   876.5183
1845.33  129     42.3414    204.2628      1.0346     77.8937      0.3564   1135.1847   876.5173
1845.33  130     42.0365    204.2148      1.0546     78.0009      0.3597   1135.1930   876.5164
1845.33  131     41.8780    204.2026      1.0562     78.0754      0.3600   1135.1993   876.5159
1845.33  132     41.8769    204.2311      1.0574     78.1171      0.3602   1135.2028   876.5154
1845.33  133     41.9220    204.2726      1.0587     78.1492      0.3604   1135.2052   876.5151
1845.33  134     41.6256    204.2319      1.1369     78.2512      0.3740   1135.2145   876.5142
1845.33  135     41.4349    204.2198      1.1381     78.3310      0.3742   1135.2213   876.5134
1845.33  136     41.4654    204.2623      1.1393     78.3643      0.3744   1135.2242   876.5132
1845.33  137     41.4088    204.2868      1.1405     78.4162      0.3746   1135.2286   876.5127
1845.33  138     41.4343    204.3336      1.1418     78.4513      0.3749   1135.2323   876.5125
1845.33  139     41.4713    204.3812      1.1430     78.4821      0.3751   1135.2357   876.5122
1845.33  140     41.5236    204.4368      1.1443     78.5107      0.3753   1135.2382   876.5122
1845.33  141     41.3564    204.4467      1.1457     78.5875      0.3756   1135.2450   876.5115
1845.33  142     41.1976    204.4625      1.1471     78.6637      0.3758   1135.2518   876.5107
1845.33  143     40.8971    204.4387      1.1693     78.7662      0.3798   1135.2617   876.5100
1845.33  144     40.7890    204.4575      1.1706     78.8257      0.3800   1135.2676   876.5093
1845.33  145     40.8248    204.5172      1.1720     78.8581      0.3803   1135.2705   876.5090
1845.33  146     40.8761    204.5874      1.1734     78.8896      0.3805   1135.2739   876.5088
1845.33  147     40.9364    204.6651      1.1750     78.9206      0.3808   1135.2773   876.5085
1845.33  148     41.0051    204.7531      1.1766     78.9527      0.3811   1135.2808   876.5083
1845.33  149     41.0813    204.8492      1.1782     78.9852      0.3814   1135.2837   876.5081
1845.33  150     41.1641    204.9537      1.1799     79.0185      0.3817   1135.2871   876.5078
1845.33  151     41.2586    205.0706      1.1817     79.0531      0.3820   1135.2905   876.5076
1845.33  152     41.3645    205.1993      1.1836     79.0888      0.3823   1135.2939   876.5073
1845.42  153     41.5187    205.3093      1.1856     79.1264      0.3827   1135.2979   876.5071
1845.42  154     41.6832    205.4303      1.1876     79.1648      0.3830   1135.3018   876.5068
1845.42  155     41.8524    205.5574      1.1897     79.2036      0.3833   1135.3057   876.5066
1845.42  156     42.0235    205.6896      1.1919     79.2431      0.3837   1135.3101   876.5063
1845.42  157     42.1921    205.8233      1.1941     79.2829      0.3841   1135.3143   876.5061
1845.42  158     42.3563    205.9578      1.1963     79.3235      0.3844   1135.3192   876.5059
1845.42  159     42.5173    206.0934      1.1986     79.3647      0.3848   1135.3236   876.5056
1845.42  160     42.6761    206.2302      1.2009     79.4062      0.3851   1135.3275   876.5054
1845.42  161     42.8302    206.3676      1.2033     79.4487      0.3855   1135.3324   876.5049
1845.42  162     42.9834    206.5067      1.2057     79.4911      0.3859   1135.3368   876.5044
1845.42  163     43.1393    206.6484      1.2080     79.5329      0.3863   1135.3412   876.5042
1845.42  164     43.2941    206.7917      1.2105     79.5748      0.3866   1135.3461   876.5039
1845.42  165     43.1481    206.8647      1.3574     79.6779      0.4105   1135.3578   876.5029
1845.42  166     42.3429    206.7709      1.4891     79.9130      0.4361   1135.3838   876.5010
1845.42  167     40.9650    206.5197      1.6058     80.2516      0.4630   1135.4225   876.4978
1845.42  168     40.2911    206.4382      1.6389     80.4423      0.4716   1135.4366   876.4958
1845.42  169     40.2037    206.5022      1.6556     80.5172      0.4760   1135.4420   876.4954
1845.42  170     40.2479    206.6011      1.6572     80.5659      0.4765   1135.4474   876.4949
1845.42  171     39.9730    206.6199      1.7570     80.6748      0.5043   1135.4644   876.4939
1845.42  172     40.0466    206.7477      1.7586     80.7249      0.5048   1135.4717   876.4932
1845.42  173     40.1817    206.8934      1.7602     80.7638      0.5053   1135.4775   876.4927
1845.42  174     39.5497    206.8286      1.8580     80.9399      0.5359   1135.5057   876.4910
1845.42  175     39.5784    206.9440      1.8706     80.9966      0.5403   1135.5145   876.4907
1845.42  176     39.6856    207.0838      1.8721     81.0392      0.5408   1135.5214   876.4902
1845.42  177     39.8327    207.2357      1.8736     81.0748      0.5413   1135.5267   876.4897
1845.42  178     39.9853    207.3905      1.8752     81.1095      0.5418   1135.5326   876.4893
1845.42  179     40.1398    207.5471      1.8768     81.1438      0.5423   1135.5385   876.4888
1845.42  180     40.2959    207.7054      1.8784     81.1779      0.5429   1135.5438   876.4885
1845.42  181     40.4490    207.8638      1.8801     81.2127      0.5434   1135.5497   876.4883
1845.42  182     40.6009    208.0229      1.8818     81.2477      0.5439   1135.5555   876.4880
1845.50  183     40.7776    208.1499      1.8834     81.2814      0.5444   1135.5614   876.4878
1845.50  184     40.9519    208.2787      1.8851     81.3154      0.5449   1135.5669   876.4875
1845.50  185     41.1246    208.4085      1.8868     81.3493      0.5454   1135.5728   876.4873
1845.50  186     41.2963    208.5409      1.8886     81.3835      0.5459   1135.5786   876.4871
1845.50  187     41.4644    208.6747      1.8904     81.4183      0.5464   1135.5845   876.4868
1845.50  188     41.5925    208.8052      1.8923     81.4597      0.5469   1135.5903   876.4863
1845.50  189     41.1101    208.7758      2.0070     81.6138      0.5800   1135.6161   876.4849
1845.50  190     40.7508    208.7796      2.0343     81.7421      0.5888   1135.6376   876.4836
1845.50  191     40.8172    208.9001      2.0415     81.7922      0.5911   1135.6444   876.4829
1845.50  192     40.9586    209.0429      2.0435     81.8286      0.5917   1135.6508   876.4824
1845.50  193     41.1039    209.1879      2.0455     81.8644      0.5924   1135.6569   876.4822
1845.50  194     41.2550    209.3359      2.0475     81.8990      0.5930   1135.6627   876.4819
1845.50  195     41.4088    209.4858      2.0495     81.9332      0.5936   1135.6686   876.4817
1845.50  196     39.9802    209.2048      2.1561     82.2505      0.6275   1135.7260   876.4788
1845.50  197     39.0827    209.0535      2.1914     82.4607      0.6400   1135.7533   876.4768
1845.50  198     38.8974    209.0982      2.2115     82.5476      0.6473   1135.7635   876.4758
1845.50  199     38.8692    209.1899      2.2130     82.6080      0.6478   1135.7728   876.4751
1845.50  200     39.0035    209.3292      2.2147     82.6420      0.6484   1135.7802   876.4748
1845.50  201     39.1510    209.4735      2.2163     82.6738      0.6490   1135.7865   876.4743
1845.50  202     39.3148    209.6238      2.2203     82.7030      0.6504   1135.7928   876.4741
1845.50  203     39.4549    209.7691      2.2220     82.7361      0.6509   1135.8002   876.4736
1845.50  204     39.6124    209.9204      2.2237     82.7664      0.6515   1135.8070   876.4733
1845.50  205     39.7732    210.0739      2.2255     82.7962      0.6521   1135.8134   876.4731
1845.50  206     39.9322    210.2278      2.2274     82.8264      0.6527   1135.8202   876.4728
1845.50  207     40.0876    210.3816      2.2293     82.8573      0.6533   1135.8270   876.4726
1845.50  208     40.2434    210.5366      2.2312     82.8882      0.6539   1135.8339   876.4724
1845.50  209     40.3986    210.6923      2.2332     82.9193      0.6544   1135.8407   876.4721
1845.50  210     40.5514    210.8481      2.2352     82.9509      0.6550   1135.8470   876.4719
1845.50  211     40.7001    211.0034      2.2373     82.9833      0.6557   1135.8544   876.4716
1845.50  212     40.8454    211.1581      2.2394     83.0165      0.6563   1135.8612   876.4714
1845.50  213     40.9892    211.3131      2.2416     83.0500      0.6569   1135.8685   876.4711
1845.58  214     40.9714    211.3949      2.3726     83.1159      0.6956   1135.8837   876.4704
1845.58  215     37.9405    210.6324      2.4886     83.6751      0.7357   1136.0033   876.4648
1845.58  216     36.0530    210.1437      2.5321     83.9944      0.7526   1136.0519   876.4607
1845.58  217     35.3606    209.9992      2.5627     84.1293      0.7650   1136.0737   876.4587
1845.58  218     34.9985    209.9570      2.5907     84.2173      0.7766   1136.0977   876.4573
1845.58  219     35.0118    210.0346      2.6066     84.2575      0.7832   1136.1075   876.4568
1845.58  220     35.1081    210.1436      2.6082     84.2884      0.7839   1136.1173   876.4561
1845.58  221     35.2766    210.2771      2.6098     84.3107      0.7846   1136.1251   876.4556
1845.58  222     35.4434    210.4117      2.6115     84.3334      0.7853   1136.1334   876.4551
1845.58  223     35.6302    210.5541      2.6132     84.3538      0.7859   1136.1412   876.4548
1845.58  224     35.8164    210.6964      2.6150     84.3738      0.7866   1136.1486   876.4546
1845.58  225     35.9792    210.8353      2.6168     84.3974      0.7873   1136.1569   876.4541
1845.58  226     35.9068    210.9022      2.7271     84.4510      0.8302   1136.1779   876.4534
1845.58  227     35.1441    210.7515      2.8244     84.5885      0.8743   1136.2308   876.4514
1845.58  228     34.3717    210.5898      2.8664     84.7181      0.8956   1136.2803   876.4490
1845.58  229     34.1509    210.6025      2.8887     84.7804      0.9074   1136.3008   876.4478
1845.58  230     34.0404    210.6485      2.8901     84.8298      0.9081   1136.3184   876.4468
1845.58  231     34.1462    210.7643      2.8915     84.8560      0.9089   1136.3291   876.4460
1845.58  232     34.3096    210.8999      2.8930     84.8762      0.9096   1136.3374   876.4458
1845.58  233     34.4811    211.0392      2.8945     84.8958      0.9104   1136.3462   876.4453
1845.58  234     34.6636    211.1819      2.8960     84.9139      0.9111   1136.3545   876.4451
1845.58  235     34.8521    211.3290      2.8976     84.9320      0.9118   1136.3628   876.4448
1845.58  236     35.0410    211.4768      2.8992     84.9501      0.9125   1136.3706   876.4446
1845.58  237     35.2235    211.6214      2.9009     84.9685      0.9133   1136.3784   876.4443
1845.58  238     35.3967    211.7597      2.9026     84.9869      0.9140   1136.3862   876.4441
1845.58  239     35.5662    211.8972      2.9043     85.0057      0.9147   1136.3940   876.4438
1845.58  240     35.7250    212.0272      2.9062     85.0245      0.9155   1136.4023   876.4436
1845.58  241     35.8700    212.1485      2.9081     85.0435      0.9162   1136.4097   876.4434
1845.58  242     36.0247    212.2768      2.9100     85.0625      0.9170   1136.4175   876.4431
1845.58  243     36.1909    212.4126      2.9119     85.0812      0.9177   1136.4248   876.4429
1845.58  244     36.3694    212.5560      2.9137     85.0996      0.9184   1136.4321   876.4426
1845.67  245     36.5800    212.6904      2.9157     85.1190      0.9191   1136.4399   876.4424
1845.67  246     36.7938    212.8307      2.9178     85.1393      0.9198   1136.4473   876.4421
1845.67  247     37.0092    212.9753      2.9199     85.1602      0.9206   1136.4546   876.4419
1845.67  248     37.2279    213.1247      2.9220     85.1815      0.9213   1136.4619   876.4417
1845.67  249     37.4497    213.2787      2.9242     85.2032      0.9221   1136.4692   876.4414
1845.67  250     37.6764    213.4374      2.9264     85.2251      0.9228   1136.4766   876.4412
1845.67  251     37.9128    213.6025      2.9286     85.2465      0.9235   1136.4839   876.4409
1845.67  252     38.1547    213.7728      2.9307     85.2681      0.9242   1136.4912   876.4407
1845.67  253     38.3958    213.9459      2.9330     85.2904      0.9249   1136.4990   876.4404
1845.67  254     38.6401    214.1231      2.9352     85.3130      0.9256   1136.5063   876.4402
1845.67  255     38.8874    214.3040      2.9375     85.3359      0.9263   1136.5132   876.4399
1845.67  256     39.1400    214.4890      2.9402     85.3587      0.9271   1136.5205   876.4397
1845.67  257     39.3930    214.6761      2.9429     85.3817      0.9278   1136.5278   876.4395
1845.67  258     39.6544    214.8681      2.9455     85.4043      0.9286   1136.5347   876.4392
1845.67  259     39.9192    215.0640      2.9482     85.4271      0.9293   1136.5415   876.4390
1845.67  260     39.0762    214.8691      3.0838     85.5903      0.9687   1136.5927   876.4373
1845.67  261     37.8891    214.5685      3.2104     85.7949      1.0102   1136.6398   876.4348
1845.67  262     36.7900    214.2776      3.2648     85.9714      1.0298   1136.6517   876.4326
1845.67  263     35.6757    213.9742      3.3769     86.1370      1.0734   1136.6609   876.4302
1845.67  264     34.6290    213.6768      3.4755     86.2790      1.1168   1136.6702   876.4279
1845.67  265     33.7413    213.4104      3.5153     86.3890      1.1360   1136.7042   876.4259
1845.67  266     33.0284    213.1871      3.5476     86.4710      1.1521   1136.7316   876.4242
1845.67  267     32.3479    212.9677      3.5779     86.5428      1.1678   1136.7583   876.4225
1845.67  268     31.6318    212.7312      3.6088     86.6104      1.1841   1136.7872   876.4208
1845.67  269     30.9380    212.4958      3.6379     86.6685      1.2000   1136.8168   876.4191
1845.67  270     30.2472    212.2560      3.6673     86.7185      1.2165   1136.8485   876.4174
1845.67  271     29.6690    212.0483      3.6924     86.7547      1.2310   1136.8778   876.4156
1845.67  272     29.1037    211.8411      3.7180     86.7841      1.2461   1136.9076   876.4142
1845.67  273     28.5840    211.6449      3.7437     86.8060      1.2617   1136.9449   876.4127
1845.67  274     28.1428    211.4731      3.7656     86.8204      1.2753   1136.9713   876.4115
1845.75  275     27.7583    211.3137      3.7850     86.8299      1.2875   1136.9963   876.4103
1845.75  276     27.3731    211.1519      3.8048     86.8358      1.3001   1137.0236   876.4088
1845.75  277     27.0334    211.0057      3.8233     86.8381      1.3122   1137.0490   876.4076
1845.75  278     26.7712    210.8883      3.8393     86.8378      1.3227   1137.0704   876.4066
1845.75  279     26.5753    210.7963      3.8529     86.8361      1.3318   1137.0900   876.4059
1845.75  280     26.4593    210.7364      3.8637     86.8338      1.3390   1137.1056   876.4049
1845.75  281     26.3671    210.6859      3.8738     86.8313      1.3457   1137.1202   876.4044
1845.75  282     26.2751    210.6353      3.8842     86.8284      1.3525   1137.1354   876.4039
1845.75  283     26.1714    210.5801      3.8956     86.8249      1.3600   1137.1520   876.4034
1845.75  284     26.0935    210.5356      3.9064     86.8213      1.3672   1137.1676   876.4030
1845.75  285     26.0159    210.4913      3.9177     86.8173      1.3746   1137.1832   876.4025
1845.75  286     25.9607    210.4563      3.9282     86.8135      1.3815   1137.1984   876.4020
1845.75  287     25.9568    210.4430      3.9364     86.8104      1.3869   1137.2101   876.4015
1845.75  288     25.9753    210.4391      3.9438     86.8077      1.3917   1137.2208   876.4012
1845.75  289     25.9897    210.4340      3.9517     86.8051      1.3968   1137.2316   876.4010
1845.75  290     25.9907    210.4234      3.9608     86.8022      1.4026   1137.2441   876.4005
1845.75  291     25.9572    210.3983      3.9719     86.7987      1.4096   1137.2593   876.4003
1845.75  292     25.9163    210.3699      3.9830     86.7949      1.4167   1137.2744   876.4000
1845.75  293     25.8201    210.3177      3.9973     86.7899      1.4258   1137.2939   876.3995
1845.75  294     25.7783    210.2892      4.0076     86.7856      1.4323   1137.3096   876.3993
1845.75  295     25.7111    210.2500      4.0202     86.7805      1.4403   1137.3267   876.3986
1845.75  296     25.6576    210.2169      4.0308     86.7755      1.4470   1137.3433   876.3981
1845.75  297     25.5774    210.1723      4.0436     86.7695      1.4551   1137.3618   876.3976
1845.75  298     25.5092    210.1329      4.0549     86.7636      1.4623   1137.3799   876.3971
1845.75  299     25.4851    210.1127      4.0643     86.7584      1.4682   1137.3945   876.3969
1845.75  300     25.5121    210.1153      4.0718     86.7543      1.4729   1137.4067   876.3964
1845.75  301     25.5733    210.1335      4.0783     86.7509      1.4769   1137.4165   876.3959
1845.75  302     25.6578    210.1626      4.0840     86.7482      1.4804   1137.4253   876.3956
1845.75  303     25.7459    210.1936      4.0898     86.7457      1.4839   1137.4331   876.3954
1845.75  304     25.8731    210.2435      4.0945     86.7438      1.4867   1137.4399   876.3954
1845.75  305     26.0227    210.3045      4.0986     86.7425      1.4891   1137.4453   876.3954
1845.83  306     26.1645    210.3584      4.1032     86.7412      1.4917   1137.4507   876.3954
1845.83  307     26.2807    210.4007      4.1085     86.7401      1.4947   1137.4570   876.3954
1845.83  308     26.4104    210.4497      4.1134     86.7392      1.4974   1137.4629   876.3954
1845.83  309     26.5274    210.4932      4.1187     86.7384      1.5004   1137.4688   876.3954
1845.83  310     26.6434    210.5366      4.1241     86.7378      1.5033   1137.4746   876.3954
1845.83  311     26.7515    210.5769      4.1298     86.7374      1.5064   1137.4810   876.3954
1845.83  312     26.8772    210.6257      4.1350     86.7372      1.5091   1137.4868   876.3951
1845.83  313     26.9882    210.6695      4.1418     86.7371      1.5126   1137.4937   876.3949
1845.83  314     27.1202    210.7261      4.1487     86.7372      1.5162   1137.5010   876.3947
1845.83  315     27.2253    210.7709      4.1554     86.7375      1.5196   1137.5088   876.3944
1845.83  316     27.3225    210.8121      4.1623     86.7381      1.5231   1137.5166   876.3942
1845.83  317     27.4368    210.8614      4.1685     86.7387      1.5261   1137.5234   876.3939
1845.83  318     27.5348    210.9049      4.1767     86.7397      1.5302   1137.5322   876.3937
1845.83  319     27.6723    210.9689      4.1835     86.7407      1.5335   1137.5396   876.3934
1845.83  320     27.7801    211.0195      4.1906     86.7421      1.5369   1137.5479   876.3932
1845.83  321     27.9049    211.0784      4.2081     86.7436      1.5450   1137.5552   876.3929
1845.83  322     28.0690    211.1573      4.2138     86.7450      1.5476   1137.5605   876.3927
1845.83  323     28.2483    211.2447      4.2192     86.7464      1.5500   1137.5654   876.3927
1845.83  324     28.4318    211.3348      4.2245     86.7480      1.5522   1137.5698   876.3927
